ARCID;ATYP;ADEP;ADES;RM;ARF;ETD;TT;ETA;Flight Time;Adjusted Time;CAT;Seats;Airline;Coming From;TAS(kts);TAS(m/s);Distancia (km)
AUA393E;A321;LOWW;LEBL;OELBC;350;15:51:00;9;17:35:00;1:44:00;1:20:00;D;207;AUA;ECAC;447.8;230.4;1105.92
VLG3NY;A321;LEBL;EBBR;ECMMH;340;17:39:00;12;19:10:00;1:31:00;1:04:00;D;207;VLG;ECAC;441.6;227.2;872.45
NOZ42BM;A320;ENGM;LEBL;OYJRK;370;14:34:00;9;17:35:00;3:01:00;2:37:00;D;173;NOZ;ECAC;460.3;236.8;2230.66
EJU85AN;A319;LEBL;LPPT;OELVG;390;17:16:00;21;19:15:00;1:59:00;1:23:00;D;144;EJU;ECAC;472.7;243.2;1211.14
VLG32XP;A20N;EDDS;LEBL;ECNFK;390;16:19:00;6;17:35:00;1:16:00;0:55:00;D;174;VLG;ECAC;472.7;243.2;802.56
VOE2WA;A319;LEBL;LEAS;ECMUX;330;17:35:00;20;18:50:00;1:15:00;0:40:00;D;144;VOE;ECAC;435.4;224;537.6
RYR791;B738;LKPR;LEBL;9HQBP;370;15:54:00;10;17:35:00;1:41:00;1:16:00;D;184;RYR;ECAC;460.3;236.8;1079.81
BAW486;A320;EGLL;LEBL;GEUUI;370;16:04:00;24;17:40:00;1:36:00;0:57:00;D;173;BAW;ECAC;460.3;236.8;809.86
BAW473D;A21N;LEBL;EGLL;GTNEB;360;17:42:00;12;19:25:00;1:43:00;1:16:00;D;230;BAW;ECAC;454.1;233.6;1065.22
SWR4KW;A320;LSZH;LEBL;HBIJQ;330;16:19:00;12;17:40:00;1:21:00;0:54:00;D;173;SWR;ECAC;435.4;224;725.76
VLG4KK;A320;LEBL;LPPT;ECKDG;350;17:42:00;10;19:20:00;1:38:00;1:13:00;D;173;VLG;ECAC;447.8;230.4;1009.15
VLG91LR;A320;LIMF;LEBL;ECLVU;290;16:51:00;5;17:45:00;0:54:00;0:34:00;D;173;VLG;ECAC;410.5;211.2;430.85
AAO59;PC12;LEBL;LEIB;OKPCF;190;17:20:00;20;18:40:00;1:20:00;0:45:00;F;8;AAO;ECAC;348.4;179.2;483.84
RYR77HR;B738;LEBL;EDDB;EIEVC;380;17:52:00;20;20:00:00;2:08:00;1:33:00;D;184;RYR;ECAC;466.5;240;1339.2
VLG833A;A320;LFPO;LEBL;ECLOB;370;16:33:00;8;17:45:00;1:12:00;0:49:00;D;173;VLG;ECAC;460.3;236.8;696.19
VLG14JA;A321;LEBL;LIMC;ECNLV;300;17:51:00;11;19:00:00;1:09:00;0:43:00;D;207;VLG;ECAC;416.8;214.4;553.15
TRA139T;B738;EHAM;LEBL;PHHXB;390;15:57:00;19;17:50:00;1:53:00;1:19:00;D;184;TRA;ECAC;472.7;243.2;1152.77
RYR88JP;B738;LEBL;EGGP;EIENM;380;17:54:00;20;19:50:00;1:56:00;1:21:00;D;184;RYR;ECAC;466.5;240;1166.4
TVF27TW;A20N;LFPO;LEBL;FHXSL;370;16:43:00;6;17:50:00;1:07:00;0:46:00;D;174;TVF;ECAC;460.3;236.8;653.57
DNA412;A320;LEBL;LRBC;YRJUL;350;17:55:00;20;20:30:00;2:35:00;2:00:00;D;173;DNA;ECAC;447.8;230.4;1658.88
EWG56Y;A319;EDDS;LEBL;DAGWO;350;16:21:00;6;17:50:00;1:29:00;1:08:00;D;144;EWG;ECAC;447.8;230.4;940.03
RYR5HQ;B38M;LEBL;LHBP;EIIJM;390;17:54:00;20;20:00:00;2:06:00;1:31:00;D;170;RYR;ECAC;472.7;243.2;1327.87
RYR36MJ;B738;EGSS;LEBL;9HQDA;370;16:04:00;10;17:50:00;1:46:00;1:21:00;D;184;RYR;ECAC;460.3;236.8;1150.85
RYR46GZ;B738;LEBL;EGSS;EIEMA;360;17:50:00;20;19:40:00;1:50:00;1:15:00;D;184;RYR;ECAC;454.1;233.6;1051.2
MAC373P;A320;GMMN;LEBL;CNNMS;380;15:47:00;10;17:55:00;2:08:00;1:43:00;D;173;MAC;Non-ECAC;466.5;240;1483.2
VLG1WL;A321;LEBL;LIPZ;ECMLM;340;17:56:00;11;19:25:00;1:29:00;1:03:00;D;207;VLG;ECAC;441.6;227.2;858.82
FIN01AD;A321;EFHK;LEBL;OYRUU;350;14:17:00;9;17:55:00;3:38:00;3:14:00;D;207;FIN;ECAC;447.8;230.4;2681.86
EJU43NP;A319;LEBL;LFSB;OELQU;340;17:58:00;20;19:20:00;1:22:00;0:47:00;D;144;EJU;ECAC;441.6;227.2;640.7
VLG6ZR;A320;LEIB;LEBL;ECJTQ;180;17:11:00;10;17:55:00;0:44:00;0:19:00;D;173;VLG;ECAC;342.2;176;200.64
VLG22ST;A321;LEBL;LIRF;ECMGZ;340;17:58:00;13;19:10:00;1:12:00;0:44:00;D;207;VLG;ECAC;441.6;227.2;599.81
EZY85YZ;A319;EGKK;LEBL;GEZBX;390;16:15:00;22;18:00:00;1:45:00;1:08:00;D;144;EZY;ECAC;472.7;243.2;992.26
VLG58UT;A321;LEBL;LEIB;ECMRF;190;17:47:00;17;18:30:00;0:43:00;0:11:00;D;207;VLG;ECAC;348.4;179.2;118.27
VLG5CF;A321;LEBL;LIRN;ECMGY;360;17:56:00;10;19:30:00;1:34:00;1:09:00;D;207;VLG;ECAC;454.1;233.6;967.1
VLG75QL;A20N;LEBL;LIRQ;ECNCS;300;17:55:00;10;19:20:00;1:25:00;1:00:00;D;174;VLG;ECAC;416.8;214.4;771.84
WZZ308;A320;LBSF;LEBL;HALWE;350;15:40:00;13;18:00:00;2:20:00;1:52:00;D;173;WZZ;ECAC;447.8;230.4;1548.29
KLM82D;B738;LEBL;EHAM;PHBXB;360;18:04:00;10;19:50:00;1:46:00;1:21:00;D;184;KLM;ECAC;454.1;233.6;1135.3
VLG45EM;A320;GCLP;LEBL;ECLOP;380;15:07:00;13;18:05:00;2:58:00;2:30:00;D;173;VLG;ECAC;466.5;240;2160
VLG3DX;A320;LEBL;GCXO;ECMOG;370;18:11:00;11;20:55:00;2:44:00;2:18:00;D;173;VLG;ECAC;460.3;236.8;1960.7
IBE26TT;A332;LEBL;KBOS;ECODB;390;16:40:00;10;1:05:00;8:25:00;8:00:00;B;281;IBE;ECAC;472.7;243.2;7004.16
WMT7HE;A320;LRIA;LEBL;9HWBA;390;15:29:00;11;18:05:00;2:36:00;2:10:00;D;173;WMT;ECAC;472.7;243.2;1896.96
ABR421;B738;LEBL;LIMC;EIAZG;300;18:11:00;17;19:25:00;1:14:00;0:42:00;D;184;ABR;ECAC;416.8;214.4;540.29
VLG78CE;A321;LIMC;LEBL;ECMOO;310;17:04:00;13;18:10:00;1:06:00;0:38:00;D;207;VLG;ECAC;423;217.6;496.13
VLG4JA;A320;LEBL;EHAM;ECODN;300;18:08:00;11;20:05:00;1:57:00;1:31:00;D;173;VLG;ECAC;416.8;214.4;1170.62
EWG3HN;A320;EDDK;LEBL;DABZL;390;16:30:00;22;18:10:00;1:40:00;1:03:00;D;173;EWG;ECAC;472.7;243.2;919.3
VLG5HM;A320;LFMN;LEBL;ECOFX;290;17:16:00;11;18:10:00;0:54:00;0:28:00;D;173;VLG;ECAC;410.5;211.2;354.82
AIZ272;A21N;LEBL;LLBG;4XAGK;350;18:12:00;12;21:55:00;3:43:00;3:16:00;D;230;AIZ;ECAC;447.8;230.4;2709.5
SAS4685;A20N;ENGM;LEBL;SERZE;390;15:26:00;14;18:15:00;2:49:00;2:20:00;D;174;SAS;ECAC;472.7;243.2;2042.88
IBE04VC;A20N;LEMD;LEBL;ECNCM;300;17:27:00;16;18:15:00;0:48:00;0:17:00;D;174;IBE;ECAC;416.8;214.4;218.69
RYR30FM;B738;LEBL;EIDW;9HQEK;380;18:17:00;20;20:20:00;2:03:00;1:28:00;D;184;RYR;ECAC;466.5;240;1267.2
VLG4VT;A319;LESO;LEBL;ECMIQ;280;17:11:00;7;18:15:00;1:04:00;0:42:00;D;144;VLG;ECAC;404.3;208;524.16
CTN72E;BCS3;LDZA;LEBL;9ACAN;370;16:35:00;10;18:15:00;1:40:00;1:15:00;D;150;CTN;ECAC;460.3;236.8;1065.6
VLG7UR;A321;LEBL;EGKK;ECNLY;340;18:08:00;12;20:00:00;1:52:00;1:25:00;D;207;VLG;ECAC;441.6;227.2;1158.72
VLG55MP;A320;LIPR;LEBL;ECKDH;310;16:49:00;10;18:20:00;1:31:00;1:06:00;D;173;VLG;ECAC;423;217.6;861.7
EWG4TR;A320;LEBL;EDDL;9HMLO;340;18:26:00;20;20:00:00;1:34:00;0:59:00;D;173;EWG;ECAC;441.6;227.2;804.29
LGL93B;B737;ELLX;LEBL;LXLBR;370;16:33:00;10;18:20:00;1:47:00;1:22:00;D;145;LGL;ECAC;460.3;236.8;1165.06
VLG1706;A320;LEBL;LEVX;ECLAB;330;18:16:00;11;19:40:00;1:24:00;0:58:00;D;173;VLG;ECAC;435.4;224;779.52
VLG6EB;A320;LEIB;LEBL;ECKDX;180;17:52:00;11;18:20:00;0:28:00;0:02:00;D;173;VLG;ECAC;342.2;176;21.12
RYR651H;B738;EBBR;LEBL;EIDCN;370;16:50:00;9;18:25:00;1:35:00;1:11:00;D;184;RYR;ECAC;460.3;236.8;1008.77
VLG5JJ;A321;LEBL;LPPT;ECMMU;350;18:30:00;10;19:55:00;1:25:00;1:00:00;D;207;VLG;ECAC;447.8;230.4;829.44
RYR6297;B738;LFBI;LEBL;9HQEW;330;17:27:00;5;18:25:00;0:58:00;0:38:00;D;184;RYR;ECAC;435.4;224;510.72
WMT8JM;A321;LROP;LEBL;HALXL;350;15:50:00;10;18:25:00;2:35:00;2:10:00;D;207;WMT;ECAC;447.8;230.4;1797.12
BAW4GS;A20N;EGLL;LEBL;GTTNL;390;17:02:00;27;18:30:00;1:28:00;0:46:00;D;174;BAW;ECAC;472.7;243.2;671.23
CFE49N;E190;LEBL;EGLC;GLCYU;380;18:25:00;12;20:20:00;1:55:00;1:28:00;E;104;CFE;ECAC;466.5;240;1267.2
VLG8983;A21N;EBBR;LEBL;ECNYF;350;16:59:00;9;18:30:00;1:31:00;1:07:00;D;230;VLG;ECAC;447.8;230.4;926.21
WZZ6079;A21N;LEBL;LHBP;HALGN;370;18:25:00;20;20:45:00;2:20:00;1:45:00;D;230;WZZ;ECAC;460.3;236.8;1491.84
RYR2507;B38M;LEBL;EDDK;9HVVR;360;18:37:00;20;20:20:00;1:43:00;1:08:00;D;170;RYR;ECAC;454.1;233.6;953.09
WMT2147;A21N;LIRF;LEBL;9HWAJ;350;17:23:00;14;18:35:00;1:12:00;0:43:00;D;230;WMT;ECAC;447.8;230.4;594.43
TAP1036;A20N;LPPT;LEBL;CSTVD;340;16:59:00;20;18:35:00;1:36:00;1:01:00;D;174;TAP;ECAC;441.6;227.2;831.55
NSZ3659;B738;LEBL;EKCH;SERPJ;370;18:34:00;20;21:10:00;2:36:00;2:01:00;D;184;NSZ;ECAC;460.3;236.8;1719.17
RYR24CN;B738;LEBL;LIPE;EIDCW;340;18:39:00;20;20:00:00;1:21:00;0:46:00;D;184;RYR;ECAC;441.6;227.2;627.07
BEL3FJ;A320;EBBR;LEBL;OOSNK;390;17:03:00;10;18:35:00;1:32:00;1:07:00;D;173;BEL;ECAC;472.7;243.2;977.66
VLG9PW;A320;LEPA;LEBL;ECMLE;180;18:02:00;17;18:40:00;0:38:00;0:06:00;D;173;VLG;ECAC;342.2;176;63.36
VLG7GN;A320;LEBL;LEZL;ECMER;330;18:47:00;11;19:45:00;0:58:00;0:32:00;D;173;VLG;ECAC;435.4;224;430.08
VLG768Q;A320;LEMG;LEBL;ECOJG;380;17:22:00;16;18:40:00;1:18:00;0:47:00;D;173;VLG;ECAC;466.5;240;676.8
WZZ6366;A21N;LEBL;EPWA;9HWDP;370;18:42:00;20;21:15:00;2:33:00;1:58:00;D;230;WZZ;ECAC;460.3;236.8;1676.54
RYR89EE;B738;LEBL;LEIB;9HQBW;190;18:35:00;20;19:20:00;0:45:00;0:10:00;D;184;RYR;ECAC;348.4;179.2;107.52
VLG4TR;A320;LEBL;LICJ;ECODM;390;18:40:00;10;20:05:00;1:25:00;1:00:00;D;173;VLG;ECAC;472.7;243.2;875.52
EZY54QC;A320;EGGP;LEBL;GEZTG;390;16:56:00;10;18:45:00;1:49:00;1:24:00;D;173;EZY;ECAC;472.7;243.2;1225.73
RAM961U;B738;LEBL;GMMN;CNROC;390;18:33:00;12;20:25:00;1:52:00;1:25:00;D;184;RAM;ECAC;472.7;243.2;1240.32
VLG20PQ;A20N;LIRQ;LEBL;ECNDA;310;17:41:00;20;18:45:00;1:04:00;0:29:00;D;174;VLG;ECAC;423;217.6;378.62
VLG362W;A321;LEBL;LPPR;ECMLD;330;18:37:00;12;20:05:00;1:28:00;1:01:00;D;207;VLG;ECAC;435.4;224;819.84
RYR8215;B738;LEBL;EGSS;9HQBP;380;18:45:00;20;20:35:00;1:50:00;1:15:00;D;184;RYR;ECAC;466.5;240;1080
EZY23NU;A320;EGKK;LEBL;GEZPX;390;17:10:00;23;18:45:00;1:35:00;0:57:00;D;173;EZY;ECAC;472.7;243.2;831.74
VLG7JZ;A20N;EGKK;LEBL;ECNIY;390;17:13:00;15;18:50:00;1:37:00;1:07:00;D;174;VLG;ECAC;472.7;243.2;977.66
VLG5BK;A321;EHAM;LEBL;ECMQB;330;17:08:00;20;18:50:00;1:42:00;1:07:00;D;207;VLG;ECAC;435.4;224;900.48
VLG6VF;A20N;LEBL;LEPA;ECNFK;170;19:00:00;10;19:15:00;0:15:00;0:15:00;D;174;VLG;ECAC;335.9;172.8;155.52
BAW487E;A320;LEBL;EGLL;GEUUI;360;18:55:00;12;20:35:00;1:40:00;1:13:00;D;173;BAW;ECAC;454.1;233.6;1023.17
VJH713;E35L;LDZD;LEBL;DANCE;370;17:26:00;15;18:50:00;1:24:00;0:54:00;E;13;VJH;ECAC;460.3;236.8;767.23
EZY14FN;A319;LEBL;EGKK;GEZBX;380;18:56:00;21;20:40:00;1:44:00;1:08:00;D;144;EZY;ECAC;466.5;240;979.2
AFR32HU;BCS3;LFPG;LEBL;FHPNJ;390;17:44:00;11;18:55:00;1:11:00;0:45:00;D;150;AFR;ECAC;472.7;243.2;656.64
VLG30NL;A320;LIBD;LEBL;ECOGE;350;17:02:00;8;18:55:00;1:53:00;1:30:00;D;173;VLG;ECAC;447.8;230.4;1244.16
TRA97B;B738;LEBL;EHEH;PHHXE;380;19:04:00;20;20:50:00;1:46:00;1:11:00;D;184;TRA;ECAC;466.5;240;1022.4
VLG234R;A320;LEBL;LFPO;ECLOB;340;18:55:00;10;20:20:00;1:25:00;1:00:00;D;173;VLG;ECAC;441.6;227.2;817.92
RYR61WY;B738;EIDW;LEBL;9HQFK;370;16:58:00;18;19:00:00;2:02:00;1:29:00;D;184;RYR;ECAC;460.3;236.8;1264.51
DAH2015;B738;LEBL;DAAG;7TVKQ;330;18:58:00;13;19:55:00;0:57:00;0:29:00;D;184;DAH;ECAC;435.4;224;389.76
QTR93J;B789;OTHH;LEBL;A7BHO;400;13:00:00;10;19:00:00;6:00:00;5:35:00;B;284;QTR;Non-ECAC;478.9;246.4;4952.64
EWG2MC;A319;LEBL;EDDS;DAGWO;340;19:06:00;20;20:35:00;1:29:00;0:54:00;D;144;EWG;ECAC;441.6;227.2;736.13
RYR886W;B738;LIMC;LEBL;EIEBF;330;17:57:00;13;19:00:00;1:03:00;0:35:00;D;184;RYR;ECAC;435.4;224;470.4
AEA46CY;B789;LEBL;LEMD;ECNCY;290;18:41:00;11;19:55:00;1:14:00;0:48:00;B;284;AEA;ECAC;410.5;211.2;608.26
VLG3071;A320;LTFM;LEBL;ECMCU;360;16:03:00;20;19:05:00;3:02:00;2:27:00;D;173;VLG;ECAC;454.1;233.6;2060.35
VLG9EA;A320;LPPT;LEBL;ECOFH;400;17:36:00;19;19:05:00;1:29:00;0:55:00;D;173;VLG;ECAC;478.9;246.4;813.12
VLG6FK;A320;LEBL;GCLP;ECLOP;350;19:09:00;11;21:50:00;2:41:00;2:15:00;D;173;VLG;ECAC;447.8;230.4;1866.24
TVF30VJ;A20N;LEBL;LFPO;FHXSL;340;19:08:00;20;20:25:00;1:17:00;0:42:00;D;174;TVF;ECAC;441.6;227.2;572.54
IBE04VK;A319;LEMD;LEBL;ECKUB;280;18:16:00;16;19:05:00;0:49:00;0:18:00;D;144;IBE;ECAC;404.3;208;224.64
RYR70PE;B738;LEBL;LIPQ;9HQDA;380;19:10:00;20;20:50:00;1:40:00;1:05:00;D;184;RYR;ECAC;466.5;240;936
NOZ3WD;A320;LEBL;ENGM;OYJRK;350;19:10:00;16;21:55:00;2:45:00;2:14:00;D;173;NOZ;ECAC;447.8;230.4;1852.42
ASL18J;A319;LEBL;LYBE;YUAPK;350;19:00:00;20;21:15:00;2:15:00;1:40:00;D;144;ASL;ECAC;447.8;230.4;1382.4
AUA34R;A321;LEBL;LOWW;OELBC;360;19:11:00;10;21:10:00;1:59:00;1:34:00;D;207;AUA;ECAC;454.1;233.6;1317.5
VLG6167;A320;LIEE;LEBL;ECLLJ;360;18:10:00;15;19:10:00;1:00:00;0:30:00;D;173;VLG;ECAC;454.1;233.6;420.48
WZZ9DE;A21N;EPGD;LEBL;9HWDX;370;16:35:00;13;19:10:00;2:35:00;2:07:00;D;230;WZZ;ECAC;460.3;236.8;1804.42
VLG63QF;A320;LEBL;LEST;ECMYB;330;19:07:00;17;20:30:00;1:23:00;0:51:00;D;173;VLG;ECAC;435.4;224;685.44
TRA75Y;B738;LEBL;EHRD;PHHXB;380;19:18:00;20;20:55:00;1:37:00;1:02:00;D;184;TRA;ECAC;466.5;240;892.8
VLG7FJ;A20N;LFPO;LEBL;ECNCU;390;18:14:00;10;19:15:00;1:01:00;0:36:00;D;174;VLG;ECAC;472.7;243.2;525.31
RYR4WR;B738;GMFF;LEBL;EIDPH;380;17:40:00;15;19:15:00;1:35:00;1:05:00;D;184;RYR;Non-ECAC;466.5;240;936
VLG3TJ;A320;LEBL;LEAS;ECJTQ;330;19:11:00;11;20:20:00;1:09:00;0:43:00;D;173;VLG;ECAC;435.4;224;577.92
WZZ4RZ;A320;LYBE;LEBL;HALYG;350;17:08:00;13;19:15:00;2:07:00;1:39:00;D;173;WZZ;ECAC;447.8;230.4;1368.58
MAC374N;A320;LEBL;GMMN;CNNMS;370;19:02:00;20;20:55:00;1:53:00;1:18:00;D;173;MAC;ECAC;460.3;236.8;1108.22
DLH66Y;A321;EDDM;LEBL;DAIRF;370;17:52:00;12;19:20:00;1:28:00;1:01:00;D;207;DLH;ECAC;460.3;236.8;866.69
SWR193B;A320;LEBL;LSZH;HBIJQ;360;19:15:00;10;20:40:00;1:25:00;1:00:00;D;173;SWR;ECAC;454.1;233.6;840.96
VLG1ZV;A321;LEBL;LEMG;ECMOO;350;19:10:00;10;20:30:00;1:20:00;0:55:00;D;207;VLG;ECAC;447.8;230.4;760.32
AEA23GZ;B738;LEPA;LEBL;ECLQX;180;18:49:00;17;19:20:00;0:31:00;0:15:00;D;184;AEA;ECAC;342.2;176;158.4
RYR94YE;B738;LEBL;LPPR;EIDCN;330;19:24:00;20;20:50:00;1:26:00;0:51:00;D;184;RYR;ECAC;435.4;224;685.44
AAR512;A359;LEBL;RKSI;HL7578;390;19:25:00;13;6:25:00;11:00:00;10:32:00;B;297;AAR;ECAC;472.7;243.2;9222.14
FPY6;A20N;BIKF;LEBL;TFPPD;390;15:30:00;10;19:25:00;3:55:00;3:30:00;D;174;FPY;ECAC;472.7;243.2;3064.32
WZZ912;A320;LEBL;LBSF;HALWE;390;18:59:00;9;21:45:00;2:46:00;2:22:00;D;173;WZZ;ECAC;472.7;243.2;2072.06
VLG3RB;A320;LEBL;LECO;ECOFX;330;19:20:00;10;20:45:00;1:25:00;1:00:00;D;173;VLG;ECAC;435.4;224;806.4
RYR7495;B738;EGSS;LEBL;EIGXN;370;17:49:00;10;19:30:00;1:41:00;1:16:00;D;184;RYR;ECAC;460.3;236.8;1079.81
UAE2X;A388;LEBL;OMDB;A6EOT;390;19:16:00;16;1:40:00;6:24:00;5:53:00;A;492;UAE;ECAC;472.7;243.2;5150.98
VLG95DK;A320;LEBL;LIEE;ECKDH;340;19:26:00;11;20:40:00;1:14:00;0:48:00;D;173;VLG;ECAC;441.6;227.2;654.34
RYR8PW;B738;LEBL;LEPA;9HQEW;190;19:27:00;20;20:00:00;0:33:00;0:15:00;D;184;RYR;ECAC;348.4;179.2;161.28
WMT773;A21N;LATI;LEBL;9HWDR;360;17:39:00;14;19:35:00;1:56:00;1:27:00;D;230;WMT;ECAC;454.1;233.6;1219.39
RYR807B;B738;LEBL;LIME;EIENF;340;19:36:00;21;20:50:00;1:14:00;0:38:00;D;184;RYR;ECAC;441.6;227.2;518.02
WMT1EW;A20N;LEBL;LRIA;9HWBA;390;19:24:00;20;22:20:00;2:56:00;2:21:00;D;174;WMT;ECAC;472.7;243.2;2057.47
LBT608;A320;DTTA;LEBL;TSINU;360;18:15:00;10;19:35:00;1:20:00;0:55:00;D;173;LBT;Non-ECAC;454.1;233.6;770.88
EWG5PJ;A320;LEBL;EDDK;DABZL;360;19:33:00;20;21:25:00;1:52:00;1:17:00;D;173;EWG;ECAC;454.1;233.6;1079.23
EZY97KW;A320;EGCC;LEBL;GEZUZ;390;17:50:00;14;19:40:00;1:50:00;1:21:00;D;173;EZY;ECAC;472.7;243.2;1181.95
BAW49TA;A20N;LEBL;EGLL;GTTNL;380;19:32:00;12;21:25:00;1:53:00;1:26:00;D;174;BAW;ECAC;466.5;240;1238.4
CTN375;BCS3;LEBL;LDZA;9ACAN;360;19:33:00;11;21:30:00;1:57:00;1:31:00;D;150;CTN;ECAC;454.1;233.6;1275.46
VLG9CP;A20N;LEAL;LEBL;ECNDB;300;18:47:00;9;19:40:00;0:53:00;0:29:00;D;174;VLG;ECAC;416.8;214.4;373.06
VLG67DR;A320;EGKK;LEBL;ECMAN;390;18:08:00;14;19:40:00;1:32:00;1:03:00;D;173;VLG;ECAC;472.7;243.2;919.3
VLG2UA;A21N;LEBL;LEMH;ECNYF;190;19:37:00;10;20:10:00;0:33:00;0:08:00;D;230;VLG;ECAC;348.4;179.2;86.02
SAS4686;A20N;LEBL;ENGM;SERZE;390;19:40:00;10;22:35:00;2:55:00;2:30:00;D;174;SAS;ECAC;472.7;243.2;2188.8
VLG91ZA;A320;LIRF;LEBL;ECMGE;350;18:32:00;16;19:45:00;1:13:00;0:42:00;D;173;VLG;ECAC;447.8;230.4;580.61
IBE04AR;A20N;LEBL;LEMD;ECNCM;330;19:08:00;12;20:40:00;1:32:00;1:05:00;D;174;IBE;ECAC;435.4;224;873.6
VLG2482;A320;LEBL;LDSP;ECOJG;380;19:41:00;11;21:20:00;1:39:00;1:13:00;D;173;VLG;ECAC;466.5;240;1051.2
VLG6UX;A319;LEBL;LFMN;ECMIQ;300;19:47:00;10;20:45:00;0:58:00;0:33:00;D;144;VLG;ECAC;416.8;214.4;424.51
VLG2NC;A20N;LEMG;LEBL;ECNCF;380;18:36:00;11;19:50:00;1:14:00;0:48:00;D;174;VLG;ECAC;466.5;240;691.2
WMT8825;A21N;LEBL;LIRF;9HWAJ;360;19:55:00;20;21:10:00;1:15:00;0:40:00;D;230;WMT;ECAC;454.1;233.6;560.64
VLG66ED;A320;EHAM;LEBL;ECMVO;390;18:17:00;17;19:55:00;1:38:00;1:06:00;D;173;VLG;ECAC;472.7;243.2;963.07
LGL94EL;B737;LEBL;ELLX;LXLBR;340;19:46:00;21;21:30:00;1:44:00;1:08:00;D;145;LGL;ECAC;441.6;227.2;926.98
VLG77EC;A20N;LEBL;EGKK;ECNIY;380;19:57:00;13;21:40:00;1:43:00;1:15:00;D;174;VLG;ECAC;466.5;240;1080
WMT48BT;A321;LEBL;LROP;HALXL;360;19:47:00;20;22:30:00;2:43:00;2:08:00;D;207;WMT;ECAC;454.1;233.6;1794.05
DAH2018;B738;DAOO;LEBL;7TVJK;280;18:53:00;8;20:00:00;1:07:00;0:44:00;D;184;DAH;Non-ECAC;404.3;208;549.12
VLG5WQ;A321;LEBL;LEPA;ECMQB;150;19:51:00;11;20:25:00;0:34:00;0:08:00;D;207;VLG;ECAC;323.5;166.4;79.87
EZY41GN;A320;EGGD;LEBL;GEZPB;390;18:14:00;9;20:00:00;1:46:00;1:22:00;D;173;EZY;ECAC;472.7;243.2;1196.54
BEL7JN;A320;LEBL;EBBR;OOSNK;340;20:01:00;11;21:30:00;1:29:00;1:03:00;D;173;BEL;ECAC;441.6;227.2;858.82
AFR45GN;BCS3;LEBL;LFPG;FHPNJ;340;20:04:00;11;21:20:00;1:16:00;0:50:00;D;150;AFR;ECAC;441.6;227.2;681.6
ELY391;B738;LLBG;LEBL;4XEKF;380;15:50:00;15;20:00:00;4:10:00;3:40:00;D;184;ELY;Non-ECAC;466.5;240;3168
WMT6YB;A21N;LOWW;LEBL;9HWDV;350;18:21:00;11;20:05:00;1:44:00;1:18:00;D;230;WMT;ECAC;447.8;230.4;1078.27
EZY25YX;A320;LEBL;EGGP;GEZPX;380;20:07:00;21;22:05:00;1:58:00;1:22:00;D;173;EZY;ECAC;466.5;240;1180.8
ANE28LD;CRJX;LELN;LEBL;ECLJX;320;19:20:00;5;20:05:00;0:45:00;0:25:00;E;100;ANE;ECAC;429.2;220.8;331.2
EJU93FV;A319;LSGG;LEBL;OELKC;290;19:05:00;10;20:05:00;1:00:00;0:35:00;D;144;EJU;ECAC;410.5;211.2;443.52
TAP38KJ;A320;LPPT;LEBL;9HGTS;340;18:19:00;14;20:05:00;1:46:00;1:17:00;D;173;TAP;ECAC;441.6;227.2;1049.66
EZY52QF;A320;LEBL;EGKK;GEZTG;360;20:11:00;21;21:50:00;1:39:00;1:03:00;D;173;EZY;ECAC;454.1;233.6;883.01
VLG9VT;A321;LEIB;LEBL;ECMRF;180;19:21:00;10;20:10:00;0:49:00;0:24:00;D;207;VLG;ECAC;342.2;176;253.44
TAP37GT;A20N;LEBL;LPPT;CSTVD;350;20:13:00;11;21:40:00;1:27:00;1:01:00;D;174;TAP;ECAC;447.8;230.4;843.26
VLG24BW;A320;LEZL;LEBL;ECMBY;340;18:34:00;12;20:10:00;1:36:00;1:09:00;D;173;VLG;ECAC;441.6;227.2;940.61
EIN5ME;A320;EIDW;LEBL;EIDEI;370;18:15:00;20;20:10:00;1:55:00;1:20:00;D;173;EIN;ECAC;460.3;236.8;1136.64
VLG454D;A320;LEBL;LEIB;ECOGE;190;20:05:00;10;20:50:00;0:45:00;0:20:00;D;173;VLG;ECAC;348.4;179.2;215.04
RYR1JX;B738;LEBL;LEZL;EIEBF;370;20:10:00;20;21:20:00;1:10:00;0:35:00;D;184;RYR;ECAC;460.3;236.8;497.28
SWT973P;AT43;LEMD;LEBL;ECJAD;220;18:46:00;16;20:15:00;1:29:00;0:58:00;E;49;SWT;ECAC;367;188.8;657.02
VLG75GT;A320;LEBL;GMMX;ECOFH;370;20:18:00;12;22:15:00;1:57:00;1:30:00;D;173;VLG;ECAC;460.3;236.8;1278.72
VLG8581;A320;LATI;LEBL;ECJTQ;390;18:25:00;10;20:20:00;1:55:00;1:30:00;D;173;VLG;ECAC;472.7;243.2;1313.28
AEA48JV;B738;LEBL;LEPA;ECLQX;170;20:21:00;10;20:50:00;0:29:00;0:04:00;D;184;AEA;ECAC;335.9;172.8;41.47
TVF67BM;A20N;LFPO;LEBL;FHXSA;370;19:17:00;11;20:30:00;1:13:00;0:47:00;D;174;TVF;ECAC;460.3;236.8;667.78
KLM71Z;B738;EHAM;LEBL;PHBXA;410;18:52:00;20;20:30:00;1:38:00;1:03:00;D;184;KLM;ECAC;485.1;249.6;943.49
