ARCID;ATYP;ADEP;ADES;RM;ARF;ETD;TT;ETA;Flight Time;Adjusted Time;CAT;Seats;Airline;Coming From;TAS(kts);TAS(m/s);Distancia (km)
VLG70WL;A320;LEBL;GCLP;ECODL;370;7:13:00;11;10:10:00;2:57:00;2:31:00;D;173;VLG;ECAC;460.3;236.8;2145.41
AVA018;B788;SKBO;LEBL;N780AV;410;21:10:00;10;7:20:00;10:10:00;9:45:00;B;266;AVA;Non-ECAC;485.1;249.6;8760.96
TRA3T;B738;LEBL;EHAM;PHHSI;360;7:23:00;20;9:05:00;1:42:00;1:07:00;D;184;TRA;ECAC;454.1;233.6;939.07
RYR97BB;B738;LEBL;LHBP;SPRSI;380;7:25:00;20;9:30:00;2:05:00;1:30:00;D;184;RYR;ECAC;466.5;240;1296
VLG5FN;A320;LEBL;EGKK;ECMXP;360;7:12:00;12;9:15:00;2:03:00;1:36:00;D;173;VLG;ECAC;454.1;233.6;1345.54
VLG9FC;A320;LEBL;LEBB;ECJYX;290;7:19:00;11;8:15:00;0:56:00;0:30:00;D;173;VLG;ECAC;410.5;211.2;380.16
EWG64N;A20N;EDDK;LEBL;DAENF;390;5:43:00;10;7:20:00;1:37:00;1:12:00;D;174;EWG;ECAC;472.7;243.2;1050.62
VLG7369;A320;GMTT;LEBL;ECMBE;380;5:45:00;10;7:25:00;1:40:00;1:15:00;D;173;VLG;Non-ECAC;466.5;240;1080
EZY48HQ;A20N;EGAA;LEBL;GUZLF;390;5:20:00;10;7:25:00;2:05:00;1:40:00;D;174;EZY;ECAC;472.7;243.2;1459.2
VLG50RV;A320;LEBL;LEPA;ECOGC;170;7:26:00;11;7:55:00;0:29:00;0:03:00;D;173;VLG;ECAC;335.9;172.8;31.1
RYR65HW;B738;LIPZ;LEBL;EIDLD;350;6:16:00;11;7:25:00;1:09:00;0:43:00;D;184;RYR;ECAC;447.8;230.4;594.43
QTR138;B789;LEBL;OTHH;A7BHF;390;7:30:00;15;13:05:00;5:35:00;5:05:00;B;284;QTR;ECAC;472.7;243.2;4450.56
IBE04LK;A321;LEBL;LEMD;ECJZM;290;7:27:00;12;8:15:00;0:48:00;0:21:00;D;207;IBE;ECAC;410.5;211.2;266.11
N818CA;GA5C;LEMD;LEBL;N818CA;280;6:31:00;21;7:30:00;0:59:00;0:23:00;E;14;N81;ECAC;404.3;208;287.04
TAM8114;B789;SBGR;LEBL;CCBGM;400;21:10:00;10;7:30:00;10:20:00;9:55:00;B;284;TAM;Non-ECAC;478.9;246.4;8796.48
RYR33ML;B738;LEBL;GMMX;EIDCN;370;7:35:00;20;9:25:00;1:50:00;1:15:00;D;184;RYR;ECAC;460.3;236.8;1065.6
VLG94MT;A320;LIMC;LEBL;ECOJG;310;6:28:00;17;7:35:00;1:07:00;0:35:00;D;173;VLG;ECAC;423;217.6;456.96
NSZ2900;B38M;EFHK;LEBL;SERTA;400;4:06:00;6;7:35:00;3:29:00;3:08:00;D;170;NSZ;ECAC;478.9;246.4;2779.39
RYR83YF;B38M;LEBL;EYVI;SPRZK;370;7:41:00;20;10:45:00;3:04:00;2:29:00;D;170;RYR;ECAC;460.3;236.8;2116.99
WMT182;A21N;LEBL;LROP;9HWAY;370;7:42:00;20;10:15:00;2:33:00;1:58:00;D;230;WMT;ECAC;460.3;236.8;1676.54
EWG71W;A320;EDDL;LEBL;DABZN;390;5:46:00;11;7:35:00;1:49:00;1:23:00;D;173;EWG;ECAC;472.7;243.2;1211.14
RYR2VW;B738;LEBL;EVRA;SPRKS;370;7:40:00;20;11:00:00;3:20:00;2:45:00;D;184;RYR;ECAC;460.3;236.8;2344.32
DAL194;A359;KATL;LEBL;N572DZ;410;23:00:00;10;7:40:00;8:40:00;8:15:00;B;297;DAL;Non-ECAC;485.1;249.6;7413.12
KLM1498;E190;LEBL;EHAM;DACJJ;380;7:46:00;10;9:30:00;1:44:00;1:19:00;E;104;KLM;ECAC;466.5;240;1137.6
RYR39XE;B738;EIDW;LEBL;EIEMK;370;5:52:00;22;7:40:00;1:48:00;1:11:00;D;184;RYR;ECAC;460.3;236.8;1008.77
EJU7106;A319;LSGG;LEBL;OELVG;290;6:45:00;10;7:40:00;0:55:00;0:30:00;D;144;EJU;ECAC;410.5;211.2;380.16
IBE04AM;A321;LEMD;LEBL;ECJDR;300;6:46:00;16;7:45:00;0:59:00;0:28:00;D;207;IBE;ECAC;416.8;214.4;360.19
VLG13JE;A321;LEBB;LEBL;ECMMU;280;7:02:00;10;7:45:00;0:43:00;0:18:00;D;207;VLG;ECAC;404.3;208;224.64
RYR38YM;B738;LIME;LEBL;9HQAL;350;6:33:00;10;7:45:00;1:12:00;0:47:00;D;184;RYR;ECAC;447.8;230.4;649.73
RYR39UM;B38M;EGPH;LEBL;9HVVI;370;5:32:00;12;7:50:00;2:18:00;1:51:00;D;170;RYR;ECAC;460.3;236.8;1577.09
VLG745N;A320;LEBL;EGBB;ECMAI;380;7:50:00;12;9:40:00;1:50:00;1:23:00;D;173;VLG;ECAC;466.5;240;1195.2
VLG6MB;A321;LEIB;LEBL;ECMJR;180;7:06:00;10;7:50:00;0:44:00;0:19:00;D;207;VLG;ECAC;342.2;176;200.64
AAL112;B788;KMIA;LEBL;N803AL;410;0:09:00;25;7:50:00;7:41:00;7:01:00;B;266;AAL;Non-ECAC;485.1;249.6;6304.9
WZZ17JZ;A21N;LEBL;EPWA;9HWDT;370;7:58:00;20;10:30:00;2:32:00;1:57:00;D;230;WZZ;ECAC;460.3;236.8;1662.34
DAL251;A339;LEBL;KBOS;N401DZ;380;7:53:00;23;15:05:00;7:12:00;6:34:00;B;280;DAL;ECAC;466.5;240;5673.6
VLG5RJ;A320;LEXJ;LEBL;ECMEL;300;7:05:00;5;7:55:00;0:50:00;0:30:00;D;173;VLG;ECAC;416.8;214.4;385.92
RYR8285;B38M;LEBL;EPKK;SPRZI;390;8:00:00;20;10:30:00;2:30:00;1:55:00;D;170;RYR;ECAC;472.7;243.2;1678.08
VLG404P;A320;LFPO;LEBL;ECLVU;390;6:32:00;12;7:55:00;1:23:00;0:56:00;D;173;VLG;ECAC;472.7;243.2;817.15
WZZ3081;A21N;EPKK;LEBL;9HWAF;370;5:36:00;17;7:55:00;2:19:00;1:47:00;D;230;WZZ;ECAC;460.3;236.8;1520.26
EZY53KT;A319;EGGW;LEBL;GEZAN;330;6:20:00;14;8:00:00;1:40:00;1:11:00;D;144;EZY;ECAC;435.4;224;954.24
CYP322;BCS3;LCLK;LEBL;5BDEF;380;4:10:00;10;8:00:00;3:50:00;3:25:00;D;150;CYP;ECAC;466.5;240;2952
VLG2009;A320;LICB;LEBL;ECMBS;360;6:17:00;7;8:00:00;1:43:00;1:21:00;D;173;VLG;ECAC;454.1;233.6;1135.3
RYR66GR;B738;LEBL;EGSS;EIDWM;380;8:05:00;20;9:55:00;1:50:00;1:15:00;D;184;RYR;ECAC;466.5;240;1080
EIN5HJ;A20N;EIDW;LEBL;EINSA;370;6:02:00;22;8:05:00;2:03:00;1:26:00;D;174;EIN;ECAC;460.3;236.8;1221.89
VLG77TL;A20N;LFLL;LEBL;ECNDA;290;7:12:00;9;8:05:00;0:53:00;0:29:00;D;174;VLG;ECAC;410.5;211.2;367.49
RYR64ZN;B738;LFOB;LEBL;EIEBF;370;6:55:00;15;8:05:00;1:10:00;0:40:00;D;184;RYR;ECAC;460.3;236.8;568.32
SWR96M;A321;LEBL;LSZH;HBIOM;320;8:09:00;10;9:35:00;1:26:00;1:01:00;D;207;SWR;ECAC;429.2;220.8;808.13
EWG4215;A320;LEBL;LKPR;9HEUN;380;8:07:00;20;10:10:00;2:03:00;1:28:00;D;173;EWG;ECAC;466.5;240;1267.2
EXS73PU;B738;EGBB;LEBL;OMLEX;350;6:15:00;15;8:05:00;1:50:00;1:20:00;D;184;EXS;ECAC;447.8;230.4;1105.92
KLM87P;B739;EHAM;LEBL;PHBXS;390;6:30:00;17;8:10:00;1:40:00;1:08:00;D;183;KLM;ECAC;472.7;243.2;992.26
WZZ521;A21N;LEBL;EPWR;9HWMG;370;8:15:00;20;10:45:00;2:30:00;1:55:00;D;230;WZZ;ECAC;460.3;236.8;1633.92
ICC03;C208;LEBL;LEBL;ECIRV;110;8:14:00;14;11:40:00;3:26:00;2:57:00;F;9;ICC;ECAC;298.6;153.6;1631.23
AUA39H;A320;LEBL;LOWW;OELBS;380;8:16:00;10;10:15:00;1:59:00;1:34:00;D;173;AUA;ECAC;466.5;240;1353.6
AFR75AZ;A321;LEBL;LFPG;FGTAP;320;8:05:00;10;9:50:00;1:45:00;1:20:00;D;207;AFR;ECAC;429.2;220.8;1059.84
NSZ365L;B38M;LEBL;EKCH;SENAA;390;8:15:00;20;10:45:00;2:30:00;1:55:00;D;170;NSZ;ECAC;472.7;243.2;1678.08
VLG62RM;A321;LEBL;LIRF;ECMLD;340;8:21:00;11;9:40:00;1:19:00;0:53:00;D;207;VLG;ECAC;441.6;227.2;722.5
NSZ4251;B738;ESSA;LEBL;SERXB;390;5:15:00;15;8:20:00;3:05:00;2:35:00;D;184;NSZ;ECAC;472.7;243.2;2261.76
VLG4NV;A320;LIPE;LEBL;ECMER;350;7:00:00;15;8:20:00;1:20:00;0:50:00;D;173;VLG;ECAC;447.8;230.4;691.2
WMT2DX;A21N;LEBL;LIRF;9HWNQ;340;8:20:00;20;9:45:00;1:25:00;0:50:00;D;230;WMT;ECAC;441.6;227.2;681.6
VLG64RZ;A320;LEMH;LEBL;ECOFX;180;7:34:00;11;8:20:00;0:46:00;0:20:00;D;173;VLG;ECAC;342.2;176;211.2
VLG31WN;A321;LEBL;LFPO;ECMQB;320;8:14:00;11;9:35:00;1:21:00;0:55:00;D;207;VLG;ECAC;429.2;220.8;728.64
MAC376V;A320;LEBL;GMMW;CNNML;370;8:20:00;20;9:30:00;1:10:00;0:35:00;D;173;MAC;ECAC;460.3;236.8;497.28
THY90W;A333;LTFM;LEBL;TCJNJ;390;5:20:00;25;8:25:00;3:05:00;2:25:00;B;284;THY;ECAC;472.7;243.2;2115.84
RYR2246;B738;LIRF;LEBL;9HQEK;330;7:04:00;14;8:25:00;1:21:00;0:52:00;D;184;RYR;ECAC;435.4;224;698.88
EDC996;E550;LEBL;EGCC;GWLKR;400;8:35:00;20;10:20:00;1:45:00;1:10:00;E;12;EDC;ECAC;478.9;246.4;1034.88
EZY94BU;A320;EGPF;LEBL;GEZOK;370;6:05:00;1;8:25:00;2:20:00;2:04:00;D;173;EZY;ECAC;460.3;236.8;1761.79
SAS51B;A20N;LEBL;EKCH;SEROE;390;8:16:00;10;10:50:00;2:34:00;2:09:00;D;174;SAS;ECAC;472.7;243.2;1882.37
WJA66;B38M;CYHZ;LEBL;CGEHF;380;1:30:00;10;8:25:00;6:55:00;6:30:00;D;170;WJA;Non-ECAC;466.5;240;5616
VLG2485;A319;LESO;LEBL;ECMIQ;300;7:37:00;7;8:25:00;0:48:00;0:26:00;D;144;VLG;ECAC;416.8;214.4;334.46
ANE45ZG;CRJX;LEBL;LEBZ;ECMLN;330;8:21:00;8;9:35:00;1:14:00;0:51:00;E;100;ANE;ECAC;435.4;224;685.44
JCO025M;GLEX;LGRP;LEBL;GIFMI;430;5:24:00;8;8:25:00;3:01:00;2:38:00;E;14;JCO;ECAC;497.6;256;2426.88
VLG2EE;A320;GCLP;LEBL;ECLLJ;380;5:42:00;14;8:25:00;2:43:00;2:14:00;D;173;VLG;ECAC;466.5;240;1929.6
VLG22YH;A20N;LIMJ;LEBL;ECNCU;330;7:29:00;11;8:30:00;1:01:00;0:35:00;D;174;VLG;ECAC;435.4;224;470.4
EWG78ZW;A20N;LEBL;EDDK;DAENF;380;8:25:00;20;10:20:00;1:55:00;1:20:00;D;174;EWG;ECAC;466.5;240;1152
RYR57WZ;B38M;LEBL;EGCC;EIIHE;360;8:27:00;21;10:30:00;2:03:00;1:27:00;D;170;RYR;ECAC;454.1;233.6;1219.39
WZZ979;A21N;LEBL;LHBP;9HWDJ;370;8:30:00;20;10:40:00;2:10:00;1:35:00;D;230;WZZ;ECAC;460.3;236.8;1349.76
AAL192;B789;KDFW;LEBL;N826AN;410;22:48:00;18;8:30:00;9:42:00;9:09:00;B;284;AAL;Non-ECAC;485.1;249.6;8221.82
AHY045;A319;UBBB;LEBL;4KAZ03;370;3:00:00;10;8:30:00;5:30:00;5:05:00;D;144;AHY;ECAC;460.3;236.8;4333.44
VLG33KR;A320;LEBL;EHAM;ECMVE;360;8:33:00;11;10:20:00;1:47:00;1:21:00;D;173;VLG;ECAC;454.1;233.6;1135.3
RYR7NQ;B738;LEBL;LEPA;9HQAD;190;8:31:00;21;9:00:00;0:29:00;0:15:00;D;184;RYR;ECAC;348.4;179.2;161.28
VLG190W;A320;LEAS;LEBL;ECLOP;320;7:25:00;5;8:35:00;1:10:00;0:50:00;D;173;VLG;ECAC;429.2;220.8;662.4
VLG5ZF;A20N;LEIB;LEBL;ECNFK;180;7:46:00;10;8:35:00;0:49:00;0:24:00;D;174;VLG;ECAC;342.2;176;253.44
VLG2CL;A320;LEBL;LEIB;ECMBE;190;8:22:00;12;9:15:00;0:53:00;0:26:00;D;173;VLG;ECAC;348.4;179.2;279.55
ITY074;A20N;LIRF;LEBL;EIHOM;350;7:14:00;11;8:35:00;1:21:00;0:55:00;D;174;ITY;ECAC;447.8;230.4;760.32
FIN07RT;A321;LEBL;EFHK;OYRUU;350;8:32:00;8;12:25:00;3:53:00;3:30:00;D;207;FIN;ECAC;447.8;230.4;2903.04
EZY68NR;A319;EGKK;LEBL;GEZFT;330;6:51:00;11;8:40:00;1:49:00;1:23:00;D;144;EZY;ECAC;435.4;224;1115.52
VLG8250;A320;LEBL;LFPG;ECODN;300;8:38:00;13;10:00:00;1:22:00;0:54:00;D;173;VLG;ECAC;416.8;214.4;694.66
DLH31H;A21N;LEBL;EDDF;DAIEN;360;8:32:00;11;10:30:00;1:58:00;1:32:00;D;230;DLH;ECAC;454.1;233.6;1289.47
DAL129;B764;LEBL;KJFK;N841MH;360;8:56:00;26;16:00:00;7:04:00;6:23:00;C;245;DAL;ECAC;454.1;233.6;5368.13
VLG6NA;A320;LEGR;LEBL;ECOFU;380;7:25:00;5;8:40:00;1:15:00;0:55:00;D;173;VLG;ECAC;466.5;240;792
WMT277;A321;LEBL;LATI;HALTC;370;8:40:00;20;10:40:00;2:00:00;1:25:00;D;207;WMT;ECAC;460.3;236.8;1207.68
RYR10NA;B738;EGNX;LEBL;9HQFK;370;6:55:00;10;8:40:00;1:45:00;1:20:00;D;184;RYR;ECAC;460.3;236.8;1136.64
VLG37RL;A320;LIRF;LEBL;ECOGE;340;7:21:00;15;8:45:00;1:24:00;0:54:00;D;173;VLG;ECAC;441.6;227.2;736.13
WMT95Z;A21N;LEBL;LOWW;9HWAO;360;8:42:00;20;10:45:00;2:03:00;1:28:00;D;230;WMT;ECAC;454.1;233.6;1233.41
VLG1VM;A320;LMML;LEBL;ECKDX;360;6:56:00;8;8:45:00;1:49:00;1:26:00;D;173;VLG;ECAC;454.1;233.6;1205.38
DFC63L;C56X;LEBL;LOWW;OKBIZ;410;8:49:00;20;10:50:00;2:01:00;1:26:00;F;9;DFC;ECAC;485.1;249.6;1287.94
JME210N;GALX;LEBL;LEMD;ECKRN;290;8:45:00;20;9:35:00;0:50:00;0:15:00;E;9;JME;ECAC;410.5;211.2;190.08
VLG9ML;A320;LFPG;LEBL;ECNUP;370;7:30:00;11;8:45:00;1:15:00;0:49:00;D;173;VLG;ECAC;460.3;236.8;696.19
VLG29BB;A321;LEMG;LEBL;ECNLY;340;7:26:00;11;8:50:00;1:24:00;0:58:00;D;207;VLG;ECAC;441.6;227.2;790.66
DLH77T;A321;EDDM;LEBL;DAIDX;350;7:16:00;11;8:50:00;1:34:00;1:08:00;D;207;DLH;ECAC;447.8;230.4;940.03
EZY78AF;A20N;LEBL;EGAA;GUZLF;380;8:54:00;21;11:10:00;2:16:00;1:40:00;D;174;EZY;ECAC;466.5;240;1440
VLG52FK;A320;GCXO;LEBL;ECJTQ;380;6:10:00;4;8:50:00;2:40:00;2:21:00;D;173;VLG;ECAC;466.5;240;2030.4
EJU32WH;A319;LEBL;LSGG;OELVG;320;8:56:00;21;10:05:00;1:09:00;0:33:00;D;144;EJU;ECAC;429.2;220.8;437.18
VLG2JJ;A320;LDSP;LEBL;ECMJB;370;7:08:00;8;8:55:00;1:47:00;1:24:00;D;173;VLG;ECAC;460.3;236.8;1193.47
VLG63UE;A321;LEBL;EDDB;ECMJR;350;8:51:00;11;11:15:00;2:24:00;1:58:00;D;207;VLG;ECAC;447.8;230.4;1631.23
SEU404;A21N;LEBL;LUKK;9HPEC;380;8:47:00;17;11:50:00;3:03:00;2:31:00;D;230;SEU;ECAC;466.5;240;2174.4
RYR4LV;B738;ELLX;LEBL;9HQEW;370;7:35:00;15;8:55:00;1:20:00;0:50:00;D;184;RYR;ECAC;460.3;236.8;710.4
ETD35Q;B78X;LEBL;OMAA;A6BMI;390;8:49:00;9;15:10:00;6:21:00;5:57:00;B;294;ETD;ECAC;472.7;243.2;5209.34
VLG3DQ;A320;LSZH;LEBL;ECLVV;330;7:46:00;11;8:55:00;1:09:00;0:43:00;D;173;VLG;ECAC;435.4;224;577.92
VLG7BN;A321;LSGG;LEBL;ECMHS;330;7:55:00;10;8:55:00;1:00:00;0:35:00;D;207;VLG;ECAC;435.4;224;470.4
VLG48RF;A321;LFRS;LEBL;ECMHB;330;7:50:00;10;9:00:00;1:10:00;0:45:00;D;207;VLG;ECAC;435.4;224;604.8
VLG6504;A320;LEBL;LIRN;ECOJG;380;8:52:00;12;10:45:00;1:53:00;1:26:00;D;173;VLG;ECAC;466.5;240;1238.4
IBE0408;A321;LEBL;LEMD;ECJDR;290;8:47:00;12;9:50:00;1:03:00;0:36:00;D;207;IBE;ECAC;410.5;211.2;456.19
AEE710;A21N;LGAV;LEBL;SXNAK;340;6:26:00;12;9:00:00;2:34:00;2:07:00;D;230;AEE;ECAC;441.6;227.2;1731.26
AFR44HZ;A321;LFPG;LEBL;FGTAQ;370;7:45:00;23;9:00:00;1:15:00;0:37:00;D;207;AFR;ECAC;460.3;236.8;525.7
VLG123D;A321;LEBL;EGKK;ECMMU;340;9:02:00;12;10:45:00;1:43:00;1:16:00;D;207;VLG;ECAC;441.6;227.2;1036.03
VLG78TV;A321;LIPZ;LEBL;ECMGZ;350;7:45:00;11;9:05:00;1:20:00;0:54:00;D;207;VLG;ECAC;447.8;230.4;746.5
WZZ1053;A21N;LEBL;EPKK;9HWAF;370;9:05:00;20;11:25:00;2:20:00;1:45:00;D;230;WZZ;ECAC;460.3;236.8;1491.84
TAP1030;A321;LPPT;LEBL;LYWSA;360;7:24:00;19;9:05:00;1:41:00;1:07:00;D;207;TAP;ECAC;454.1;233.6;939.07
EWG6UP;A320;LEBL;EDDL;DABZN;360;9:02:00;20;10:50:00;1:48:00;1:13:00;D;173;EWG;ECAC;454.1;233.6;1023.17
